,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
6926,4.0,2.0,108,-23.5770553,-46.6144406,976038,3,74,1
6958,2.0,1.0,80,-23.5813643,-46.6309516,676956,2,20,1
11614,3.0,4.0,236,-23.5935287,-46.710956,3590610,2,6,1
12691,4.0,3.0,207,-23.6232341,-46.7195204,1364680,3,139,0
12427,3.0,4.0,347,-23.6112779,-46.7051818,2476450,3,97,0
10834,3.0,1.0,114,-23.5623413,-46.6468659,976022,2,22,1
10904,4.0,4.0,240,-23.6116789,-46.7047408,1381890,2,104,1
7441,3.0,3.0,127,-23.4943854,-46.6199792,1215360,3,76,0
2544,3.0,4.0,240,-23.6217762,-46.6807907,2682610,2,94,1
9928,1.0,1.0,28,-23.5706816,-46.6588101,450018,3,60,0
17052,3.0,2.0,450,-23.5654365,-46.6695665,7568480,1,15,1
5209,2.0,1.0,90,-23.5444012,-46.6543537,959399,3,33,1
12313,3.0,4.0,259,-23.5906035,-46.716179,3652920,3,5,1
3734,4.0,4.0,245,-23.5969883,-46.6644884,4989690,2,66,1
17801,2.0,2.0,60,-23.5617943,-46.5801628,444372,3,62,1
16583,3.0,5.0,204,-23.6120134,-46.6608389,1967890,2,158,0
9996,3.0,2.0,137,-23.5717789,-46.6549557,1780280,3,17,0
10694,4.0,3.0,160,-23.5677539,-46.6543518,2702440,3,27,0
12316,6.0,10.0,1080,-23.633346,-46.7242361,13796200,3,127,0
3880,4.0,2.0,173,-23.5943842,-46.669285,1954300,3,72,0
593,4.0,3.0,225,-23.5222092,-46.7278716,1706940,2,80,0
15669,4.0,4.0,293,-23.6055896,-46.65588,2930340,2,169,0
6526,2.0,1.0,70,-23.6185434,-46.6368365,505835,3,149,0
16012,3.0,2.0,100,-23.605716,-46.6570355,1494960,3,67,1
3338,2.0,1.0,86,-23.562824,-46.6852075,616085,2,23,0
7910,4.0,3.0,273,-23.4978519,-46.6314481,2636810,3,78,0
15168,1.0,1.0,66,-23.5946812,-46.6896041,1130770,3,25,1
3108,2.0,1.0,85,-23.5658556,-46.6901219,1060420,3,42,0
9752,1.0,1.0,50,-23.5698518,-46.657059,976158,3,94,1
16439,3.0,3.0,325,-23.6290096,-46.6463138,2550950,3,43,0
5837,3.0,2.0,86,-23.6115191,-46.6302266,794191,2,7,0
14915,3.0,2.0,124,-23.5630818,-46.5819273,918369,3,86,0
15981,3.0,2.0,120,-23.6065986,-46.6697839,1448670,1,14,1
7131,2.0,2.0,130,-23.579313,-46.6228617,1119640,1,44,1
9675,3.0,1.0,165,-23.5713018,-46.6564606,1855340,3,15,1
16982,2.0,1.0,90,-23.5617315,-46.6662038,1320310,1,41,1
1723,2.0,2.0,98,-23.5421384,-46.6874911,1051810,3,65,0
16605,3.0,1.0,82,-23.6019803,-46.6668445,922386,3,88,1
16513,3.0,2.0,97,-23.5998751,-46.6476606,889393,3,34,1
14099,2.0,1.0,65,-23.584259,-46.630337,640095,1,19,1
2555,3.0,4.0,225,-23.6268033,-46.6713379,2476210,2,40,0
442,3.0,3.0,121,-23.5298209,-46.6862798,1334820,3,11,0
1130,4.0,4.0,454,-23.546665,-46.716166,4907140,2,91,0
5546,5.0,2.0,270,-23.5592396,-46.67269,2921280,2,141,0
8852,1.0,1.0,65,-23.583371,-46.6745547,922611,2,89,1
12113,3.0,3.0,284,-23.631865,-46.7045907,2902610,3,20,1
9733,3.0,1.0,114,-23.5703572,-46.6531223,1268150,2,54,1
15945,2.0,2.0,74,-23.6067057,-46.6625026,1117040,3,3,0
2121,3.0,6.0,250,-23.646011,-46.6688719,1981900,2,129,1
7463,4.0,3.0,240,-23.5390502,-46.6709003,1984350,3,21,0
9676,3.0,2.0,140,-23.566469,-46.6619119,1980070,3,61,1
12753,4.0,3.0,159,-23.6280965,-46.694535,1815960,3,40,1
11998,2.0,1.0,49,-23.6089694,-46.724302,278278,3,10,0
488,2.0,2.0,62,-23.5356205,-46.7077365,762144,2,33,0
13731,2.0,1.0,110,-23.578359,-46.641775,1266280,2,127,1
17654,4.0,6.0,600,-23.5736081,-46.6343239,10108300,2,101,1
3892,1.0,1.0,26,-23.6007423,-46.6735929,364533,3,26,0
11005,3.0,2.0,121,-23.6085662,-46.7088776,917263,3,19,1
4669,3.0,2.0,169,-23.5418265,-46.6606603,2526570,1,24,1
12631,3.0,2.0,168,-23.6126108,-46.6878865,2081580,3,30,1
12877,2.0,1.0,58,-23.63904,-46.735637,371633,2,4,1
6191,2.0,1.0,67,-23.6310386,-46.6395897,473874,3,11,0
10535,3.0,3.0,280,-23.5614811,-46.6578004,3686810,2,68,1
13483,1.0,1.0,55,-23.5890543,-46.6477154,846410,3,11,1
7687,3.0,2.0,330,-23.5347169,-46.6776249,2417600,3,53,1
17731,4.0,2.0,147,-23.55484,-46.568163,1065490,3,1,1
11039,3.0,4.0,700,-23.6248078,-46.7355782,4054950,3,117,0
2989,3.0,1.0,136,-23.564237,-46.69149,1256980,3,138,0
6288,3.0,2.0,95,-23.6270184,-46.6357084,846486,3,1,1
3260,3.0,1.0,76,-23.5852645,-46.7184155,766240,1,47,1
12869,3.0,3.0,272,-23.6148459,-46.6825676,2575290,3,69,1
17848,1.0,1.0,28,-23.5387683,-46.5734219,237416,3,116,1
12529,4.0,3.0,190,-23.6055643,-46.7033033,1442230,3,0,0
4729,3.0,1.0,168,-23.540026,-46.656973,1685320,3,86,1
17178,1.0,1.0,45,-23.5732759,-46.6341983,592046,3,3,0
4582,2.0,1.0,58,-23.5520146,-46.6497129,526107,3,93,0
7027,3.0,2.0,90,-23.5711337,-46.6260325,1047540,3,55,1
15570,3.0,1.0,86,-23.589716,-46.6867111,915781,3,9,1
16905,3.0,2.0,169,-23.5619479,-46.6704246,2295030,1,12,1
14575,3.0,1.0,141,-23.563234,-46.678441,1259010,3,56,0
6852,4.0,2.0,101,-23.6124039,-46.6317115,968953,3,74,1
3071,2.0,1.0,144,-23.5618494,-46.6833636,1796480,2,37,1
6861,3.0,1.0,75,-23.6278513,-46.6357713,661913,3,2,1
2161,4.0,4.0,194,-23.6219732,-46.6756984,2408790,2,49,0
9236,2.0,1.0,57,-23.5860275,-46.6763059,711282,2,21,1
2654,3.0,3.0,160,-23.6168548,-46.6735279,1570850,2,37,1
15122,3.0,2.0,87,-23.5568768,-46.5957,732644,3,8,0
5027,4.0,5.0,632,-23.5495869,-46.6613025,8520520,3,159,0
14806,4.0,4.0,409,-23.5767089,-46.602818,3540830,1,23,1
15619,4.0,5.0,331,-23.6087942,-46.6570027,5804750,2,28,0
6654,2.0,1.0,55,-23.6226202,-46.6392037,490071,3,29,0
4137,4.0,2.0,135,-23.5544617,-46.6586326,2043300,3,15,1
1431,3.0,1.0,62,-23.5423554,-46.716605,527842,3,41,1
4996,3.0,1.0,150,-23.543431,-46.6621712,2242520,3,33,0
1747,2.0,1.0,73,-23.5520077,-46.6890561,525212,3,13,1
5930,4.0,3.0,540,-23.5867627,-46.6067821,2690650,3,170,0
9552,3.0,2.0,200,-23.5737131,-46.6595518,1693920,3,17,1
11763,4.0,3.0,190,-23.5996256,-46.7291769,1240090,3,38,1
11054,4.0,3.0,291,-23.6102225,-46.7095523,2364730,3,5,1
1221,3.0,1.0,190,-23.540013,-46.7194152,1913510,2,115,0
1245,2.0,1.0,50,-23.536648,-46.683646,452302,3,101,0
16818,1.0,2.0,100,-23.606717,-46.6634526,1166090,3,1,1
1559,2.0,1.0,93,-23.5266731,-46.7064627,548253,3,123,0
5375,4.0,3.0,310,-23.5589418,-46.6747166,2369380,3,6,1
10206,4.0,2.0,182,-23.5720558,-46.6608593,2433920,2,106,0
16061,2.0,2.0,71,-23.6061768,-46.6563764,1094110,1,56,0
11154,3.0,3.0,125,-23.6294212,-46.732437,867987,2,25,1
12172,3.0,3.0,170,-23.6124119,-46.7380032,1136250,3,130,0
860,4.0,3.0,254,-23.532816,-46.7265283,2313790,1,38,1
1522,4.0,4.0,256,-23.5406634,-46.7182035,3533310,3,15,1
13209,3.0,2.0,80,-23.5802748,-46.6477165,690704,2,30,0
853,3.0,1.0,63,-23.5300182,-46.7252102,618686,2,12,1
4712,2.0,4.0,380,-23.5456205,-46.6603997,4663710,3,100,0
14144,2.0,1.0,48,-23.5970565,-46.6419189,421264,3,108,1
7139,3.0,3.0,165,-23.5759277,-46.6188836,1543890,3,16,1
14283,3.0,2.0,130,-23.590041,-46.629506,948729,2,26,0
16294,2.0,1.0,58,-23.6045338,-46.666823,565623,1,8,0
11884,2.0,2.0,60,-23.6088418,-46.6883159,666208,3,82,0
5470,2.0,1.0,79,-23.5583054,-46.6765901,815543,3,97,1
11003,4.0,4.0,296,-23.634433,-46.731842,2286000,1,6,1
13257,4.0,3.0,180,-23.5922296,-46.6289032,2076330,1,14,1
17920,3.0,3.0,125,-23.5568153,-46.5694405,930252,3,43,1
14767,1.0,3.0,231,-23.5566162,-46.6077415,1704040,3,65,1
14839,2.0,1.0,57,-23.5581837,-46.5997159,362842,3,15,0
2391,3.0,2.0,108,-23.6163297,-46.6825409,1118790,2,23,1
11875,1.0,1.0,56,-23.6188346,-46.6853719,810799,3,16,0
17027,4.0,2.0,276,-23.5640802,-46.6690545,4079400,2,20,0
1729,4.0,4.0,433,-23.5543953,-46.7178445,8424750,3,88,0
4112,1.0,1.0,40,-23.5526207,-46.6556854,431938,3,21,0
5238,4.0,5.0,420,-23.5494623,-46.6603457,7689260,3,178,0
3292,4.0,4.0,130,-23.5872458,-46.7223122,1833510,2,78,1
6058,2.0,1.0,51,-23.6182983,-46.6325501,386613,2,151,0
1754,3.0,3.0,130,-23.530329,-46.705566,998861,3,2,1
4189,1.0,1.0,43,-23.5521689,-46.6548601,537501,3,98,0
8709,3.0,2.0,211,-23.5829004,-46.6855262,2923250,2,2,0
12548,3.0,3.0,108,-23.6084945,-46.7268872,684448,3,43,0
3885,4.0,3.0,148,-23.6026753,-46.6731988,1607830,3,32,1
15780,3.0,2.0,118,-23.610663,-46.6399968,1166340,3,143,1
11436,3.0,2.0,98,-23.6302431,-46.732202,760926,3,84,0
5410,1.0,1.0,50,-23.5557816,-46.6743085,592285,2,1,1
16843,2.0,1.0,118,-23.560612,-46.6695811,1494180,1,53,1
16171,3.0,2.0,102,-23.6047501,-46.6566869,1461240,2,24,0
5551,3.0,1.0,115,-23.5587258,-46.6776335,1427820,2,72,1
15156,4.0,4.0,181,-23.5637985,-46.5971613,1365960,3,11,1
2162,4.0,3.0,216,-23.6176884,-46.678549,1976940,2,4,1
5604,3.0,1.0,135,-23.5607379,-46.6730424,1162900,2,126,0
12991,4.0,3.0,177,-23.6091609,-46.7349482,1643180,3,101,0
12034,4.0,3.0,205,-23.6256943,-46.7183279,2443240,3,9,1
16377,3.0,1.0,69,-23.645702,-46.6507282,479558,3,154,1
14477,4.0,5.0,516,-23.5730257,-46.6475659,8790150,3,42,0
9081,4.0,4.0,560,-23.5813248,-46.6745558,7618640,3,42,0
16031,2.0,1.0,80,-23.6058216,-46.658063,579880,3,168,0
1761,2.0,1.0,48,-23.5550213,-46.6965765,464374,2,26,1
5633,2.0,2.0,76,-23.628904,-46.6369916,776514,2,45,0
4612,4.0,1.0,116,-23.5577425,-46.6501944,1157860,3,3,0
2204,2.0,1.0,70,-23.6402457,-46.6711711,555676,3,7,0
5313,2.0,1.0,85,-23.5397998,-46.6561598,824681,3,179,0
12495,4.0,3.0,176,-23.6345426,-46.7258479,1422240,3,57,1
6605,4.0,2.0,108,-23.6242951,-46.6358933,1029570,2,63,1
1407,4.0,4.0,292,-23.5319058,-46.7323597,2352900,3,48,0
11799,3.0,3.0,126,-23.605358,-46.7081159,1025500,3,64,1
946,3.0,1.0,68,-23.5338396,-46.7280175,795518,1,119,1
9800,3.0,3.0,292,-23.5639667,-46.6627683,4752110,3,51,0
10543,3.0,1.0,170,-23.5617122,-46.652672,1459180,3,102,1
8365,3.0,2.0,127,-23.4938764,-46.6278853,937954,2,26,0
463,3.0,3.0,175,-23.5408508,-46.7166038,1952570,3,71,0
16965,3.0,1.0,110,-23.5585341,-46.6662041,1390470,1,15,1
4388,2.0,1.0,100,-23.5474253,-46.65488,1120640,3,80,0
6931,2.0,2.0,68,-23.5750191,-46.6138341,540193,3,67,0
3232,3.0,4.0,345,-23.5637614,-46.6807407,3615950,2,1,0
9520,4.0,2.0,120,-23.5741286,-46.656917,1465580,2,10,1
16921,3.0,1.0,158,-23.5618185,-46.6695214,1720450,1,164,0
12130,4.0,5.0,318,-23.6364718,-46.7276921,3580260,2,59,1
12219,3.0,2.0,85,-23.6214395,-46.7392913,609029,3,42,1
9551,3.0,2.0,196,-23.5696949,-46.6561203,2106840,2,59,1
3530,5.0,7.0,515,-23.5963681,-46.6636317,10367900,1,5,1
14234,3.0,2.0,97,-23.6004526,-46.6412174,1140940,3,27,1
1807,3.0,2.0,82,-23.5719276,-46.7242053,475253,3,89,0
588,4.0,5.0,367,-23.5411075,-46.721911,5086330,3,5,1
233,4.0,3.0,240,-23.545106,-46.7176986,2920960,3,14,0
12449,3.0,2.0,220,-23.6122873,-46.6814816,2534200,3,89,0
17267,3.0,2.0,120,-23.5713184,-46.6349529,832444,2,33,0
6923,1.0,1.0,49,-23.5797733,-46.6237198,371790,3,85,1
3718,3.0,4.0,228,-23.5913146,-46.6710656,4489410,1,72,1
3934,2.0,1.0,70,-23.6002827,-46.6736075,557551,3,106,1
11201,1.0,1.0,59,-23.6137936,-46.6908307,738694,3,98,0
171,2.0,1.0,70,-23.5335196,-46.6981074,678860,2,96,1
9861,3.0,2.0,120,-23.5693147,-46.6527604,1542930,3,60,1
17279,1.0,1.0,45,-23.5612541,-46.6425795,466112,2,78,1
5436,2.0,1.0,90,-23.5546491,-46.6745707,849441,2,45,1
13919,3.0,2.0,173,-23.5779869,-46.6436593,2110820,3,98,1
13442,3.0,2.0,97,-23.5836406,-46.6391534,1001890,2,20,1
4841,3.0,1.0,90,-23.5485789,-46.656023,930706,3,20,1
771,3.0,2.0,95,-23.5696674,-46.7264249,549911,2,0,0
1712,2.0,1.0,65,-23.5325838,-46.718834,512103,3,18,0
17434,4.0,4.0,361,-23.5741814,-46.6354618,4098510,3,42,1
14553,2.0,2.0,80,-23.5725077,-46.6478689,1019210,1,13,1
14246,4.0,3.0,128,-23.581891,-46.6446862,1822300,3,3,0
17545,3.0,3.0,241,-23.5704509,-46.6352388,1752140,3,0,1
17840,3.0,1.0,95,-23.5336659,-46.5780342,559844,3,13,0
5112,4.0,3.0,580,-23.5390506,-46.6605097,6760380,3,53,0
13578,3.0,2.0,155,-23.5882965,-46.6366419,1763340,3,63,0
6617,3.0,3.0,106,-23.6121082,-46.6316573,992626,3,97,1
13339,1.0,1.0,40,-23.5786613,-46.6351282,196852,3,76,0
414,2.0,2.0,157,-23.546665,-46.716166,1696960,3,19,0
667,2.0,2.0,85,-23.5354632,-46.6949941,773353,3,49,0
10430,1.0,1.0,30,-23.5634984,-46.6507271,310742,1,13,1
16757,4.0,2.0,118,-23.6271762,-46.6439829,1424820,3,58,1
16944,3.0,2.0,136,-23.5623141,-46.666107,1512930,1,29,0
4114,1.0,1.0,94,-23.5518412,-46.6544514,1003010,3,29,0
10136,1.0,2.0,170,-23.5656279,-46.6532238,2866600,3,22,0
8620,4.0,6.0,420,-23.5869584,-46.6857496,8423600,3,1,1
2028,2.0,1.0,70,-23.630755,-46.6704579,630225,3,5,0
17718,3.0,2.0,93,-23.5352452,-46.575463,654871,3,14,1
10409,4.0,2.0,340,-23.564745,-46.6656123,4660600,1,125,0
918,3.0,1.0,71,-23.5703645,-46.7248728,410986,3,59,0
16707,3.0,3.0,230,-23.5984929,-46.6620682,2999330,3,111,0
2133,3.0,1.0,169,-23.6219735,-46.68646,1825710,2,156,0
11256,4.0,4.0,339,-23.6069837,-46.7074659,2411040,3,48,1
2550,2.0,1.0,71,-23.6275083,-46.6738996,605644,2,4,1
11198,4.0,3.0,200,-23.6300269,-46.7333132,1823450,3,14,1
12221,3.0,2.0,127,-23.6090994,-46.7066619,1011030,2,1,1
118,3.0,2.0,110,-23.5463169,-46.6933378,1124460,1,61,1
689,2.0,1.0,65,-23.4976752,-46.7048627,358734,3,49,0
14382,3.0,1.0,110,-23.5731476,-46.6478756,1266280,3,96,0
9778,3.0,1.0,110,-23.5678634,-46.6549223,899406,3,32,0
12898,3.0,2.0,245,-23.6231098,-46.7316394,1573420,2,166,0
13579,2.0,1.0,52,-23.5872505,-46.6289967,508982,3,27,0
14660,3.0,1.0,103,-23.5551611,-46.6826801,810229,3,27,0
7064,3.0,1.0,100,-23.5812846,-46.6149796,517939,3,56,1
1708,3.0,2.0,91,-23.5263683,-46.7068287,934725,3,39,1
2711,3.0,2.0,83,-23.6353256,-46.6618055,690010,2,28,1
13546,3.0,1.0,105,-23.5741859,-46.6478346,1152810,2,8,0
10875,4.0,3.0,170,-23.6087808,-46.7253537,882769,3,94,0
8225,4.0,3.0,189,-23.5374902,-46.6600302,2646040,3,68,1
14218,2.0,1.0,75,-23.587501,-46.632405,852413,3,43,1
7617,4.0,6.0,455,-23.5319047,-46.6683891,5720280,2,40,0
8137,1.0,1.0,37,-23.4925134,-46.6260586,246700,3,9,1
5243,4.0,2.0,240,-23.5465691,-46.6546898,1851040,1,118,0
10864,4.0,2.0,121,-23.6313781,-46.7296135,715912,3,74,1
17428,3.0,1.0,280,-23.5661641,-46.6446704,2900260,2,35,1
704,3.0,2.0,95,-23.5710346,-46.7323283,787956,3,27,1
11491,1.0,1.0,37,-23.6308079,-46.7012114,407619,3,2,1
12728,4.0,2.0,104,-23.5913033,-46.7291526,1035160,2,64,0
7527,2.0,1.0,97,-23.5312664,-46.6765617,902227,2,60,0
4903,4.0,2.0,167,-23.5379507,-46.657564,1741770,3,107,1
3946,3.0,4.0,264,-23.5939891,-46.6710167,4828530,3,26,1
4815,2.0,1.0,80,-23.5464492,-46.6503878,676894,1,23,0
4470,3.0,2.0,139,-23.537596,-46.6588904,1253240,3,19,1
13424,4.0,5.0,343,-23.589964,-46.6281,3801490,3,47,1
5008,2.0,2.0,148,-23.5418079,-46.6594561,1722770,3,69,1
10767,1.0,1.0,81,-23.5698518,-46.657059,1581380,3,20,0
9313,3.0,2.0,125,-23.5838662,-46.675963,1750320,3,11,1
11149,4.0,4.0,220,-23.617804,-46.738935,1606270,3,57,1
10392,3.0,1.0,120,-23.5672995,-46.6496754,1398650,1,19,1
5802,1.0,1.0,42,-23.5965959,-46.6056088,276318,2,139,1
5778,2.0,1.0,64,-23.6120306,-46.6294407,658870,3,8,1
754,3.0,3.0,190,-23.5566759,-46.6946197,2064760,3,42,0
4266,3.0,1.0,108,-23.554572,-46.6585398,907716,3,134,0
3907,4.0,2.0,170,-23.5945466,-46.6675934,2376480,3,14,1
17727,2.0,1.0,55,-23.5304211,-46.5758647,466353,3,64,0
2120,2.0,1.0,72,-23.6240224,-46.6884924,1013530,2,114,1
16783,3.0,2.0,108,-23.608981,-46.6601813,1152380,1,23,0
14817,2.0,1.0,70,-23.5684762,-46.5830186,518434,3,25,1
16452,3.0,2.0,320,-23.6036231,-46.6677712,3313110,3,33,0
1821,4.0,5.0,310,-23.5372211,-46.7128166,5973810,3,31,0
11420,3.0,3.0,297,-23.6225755,-46.7337094,1648540,2,80,1
5621,2.0,1.0,84,-23.603786,-46.621122,519661,2,156,0
9617,3.0,4.0,230,-23.5687965,-46.6617858,3090230,3,10,1
9470,3.0,1.0,150,-23.5687521,-46.6557778,1551600,3,127,1
1086,3.0,2.0,142,-23.5271479,-46.7355417,1437950,3,78,0
9365,4.0,4.0,251,-23.5829429,-46.677415,4950500,3,17,0
16785,3.0,1.0,190,-23.6204595,-46.6407004,1194500,2,123,1
5721,2.0,1.0,41,-23.6305591,-46.6198818,221027,3,144,0
9143,4.0,5.0,503,-23.5827006,-46.6872136,11136100,3,71,1
15521,4.0,5.0,370,-23.590277,-46.7142439,6181960,3,41,0
12895,4.0,4.0,220,-23.6366667,-46.73,1531880,3,0,1
11349,4.0,4.0,177,-23.630371,-46.733204,1592980,3,30,1
1664,4.0,5.0,375,-23.554153,-46.7142958,5038700,2,60,1
2847,2.0,1.0,70,-23.6199305,-46.6839682,780846,2,30,1
7691,3.0,2.0,141,-23.4946919,-46.6326146,1041350,2,32,1
6332,3.0,2.0,92,-23.6228204,-46.6387337,964765,3,79,0
9779,4.0,3.0,215,-23.5636084,-46.6507417,2281350,3,26,0
4146,2.0,1.0,130,-23.536507,-46.654259,1207320,3,66,1
8634,1.0,2.0,87,-23.5827365,-46.6714342,862160,3,2,0
16356,4.0,7.0,359,-23.603592,-46.6705394,6482220,3,2,1
15545,2.0,1.0,70,-23.6003462,-46.6806385,954640,3,34,0
13276,4.0,4.0,193,-23.5716633,-46.6499803,2731730,3,7,1
15586,4.0,3.0,124,-23.5931454,-46.6855574,2097360,2,39,1
5674,2.0,1.0,63,-23.6277768,-46.6321367,551007,3,44,1
792,4.0,2.0,121,-23.526575,-46.7390487,1025350,2,65,0
17755,4.0,3.0,260,-23.5474626,-46.5698424,1914700,2,100,0
5248,5.0,2.0,234,-23.542942,-46.6597697,1850440,3,117,0
4564,2.0,1.0,48,-23.5537233,-46.6572401,632118,3,113,1
11306,3.0,2.0,160,-23.6177713,-46.7380564,1078860,3,27,0
644,3.0,4.0,260,-23.536093,-46.681984,2553810,1,66,0
9025,3.0,2.0,173,-23.5801455,-46.6760894,2071710,1,118,0
8638,3.0,1.0,105,-23.5796162,-46.6736342,1119790,2,53,0
6143,2.0,1.0,70,-23.594879,-46.626999,722670,2,42,1
1038,2.0,2.0,120,-23.553693,-46.6918336,1513790,3,98,0
15067,4.0,1.0,210,-23.5821299,-46.6066106,1129410,2,17,0
4718,2.0,1.0,94,-23.5438943,-46.6506574,1053400,3,46,1
9358,1.0,1.0,57,-23.58766,-46.6786648,717631,2,30,1
3138,4.0,4.0,300,-23.553258,-46.6884949,2923890,3,14,0
17285,3.0,2.0,137,-23.5710964,-46.6336705,1182320,2,21,1
14301,3.0,2.0,105,-23.5999432,-46.6400262,1184240,3,7,1
3567,4.0,4.0,246,-23.597422,-46.6713391,5475930,3,69,1
8617,3.0,1.0,100,-23.5800011,-46.6713859,1228710,2,44,1
12533,4.0,5.0,601,-23.6281021,-46.7341187,4809500,3,45,1
14816,3.0,1.0,86,-23.5486537,-46.5953517,556300,3,44,1
1397,4.0,1.0,250,-23.5248081,-46.7309582,2689480,1,85,1
5179,3.0,2.0,188,-23.5389763,-46.6550301,1834880,3,2,1
16445,4.0,5.0,309,-23.6111167,-46.6578351,4110440,1,163,1
12174,3.0,2.0,141,-23.6143191,-46.6884839,1984830,3,41,1
7634,3.0,3.0,126,-23.5019949,-46.6429852,843292,3,17,1
3681,4.0,3.0,337,-23.5942075,-46.6710841,4196610,3,48,0
8464,3.0,3.0,144,-23.4972726,-46.6365365,1236900,3,15,1
12764,2.0,2.0,121,-23.601446,-46.717651,1084740,3,113,0
13234,2.0,2.0,67,-23.5892555,-46.6287176,626794,3,13,1
9254,3.0,3.0,313,-23.5820338,-46.6831102,4912430,2,43,1
940,2.0,1.0,80,-23.548822,-46.6881596,640779,3,14,0
6022,2.0,1.0,60,-23.6128696,-46.6316485,530521,3,29,0
4428,2.0,1.0,110,-23.5456894,-46.654404,1194180,3,33,0
2581,4.0,4.0,242,-23.6186069,-46.679537,2807180,2,75,1
14688,2.0,2.0,107,-23.5606621,-46.681444,1059340,1,33,1
9199,3.0,2.0,130,-23.58462,-46.686026,1488270,3,17,1
7097,3.0,2.0,160,-23.579475,-46.628315,1593970,2,129,0
6291,2.0,1.0,65,-23.628856,-46.6327665,590973,3,22,0
7605,4.0,6.0,567,-23.5371104,-46.6698175,9556210,2,152,0
13208,3.0,1.0,120,-23.5764983,-46.6472006,1144980,1,20,0
5426,3.0,2.0,108,-23.5431655,-46.6730218,957155,3,4,1
11551,3.0,3.0,160,-23.6104393,-46.6885403,1588110,3,4,0
6425,2.0,1.0,50,-23.5973905,-46.5994031,412529,3,48,0
5500,2.0,2.0,88,-23.5540988,-46.6792997,884346,1,21,1
13271,2.0,1.0,105,-23.5703476,-46.6478431,1071550,3,10,1
478,4.0,4.0,264,-23.5543953,-46.7178445,5136570,3,119,0
7015,1.0,1.0,41,-23.5718788,-46.6252054,401141,1,42,1
7054,2.0,1.0,72,-23.571358,-46.6241361,609260,3,7,1
9375,2.0,1.0,90,-23.5794702,-46.6730649,1030170,2,38,1
12834,3.0,3.0,250,-23.6149909,-46.7312321,1821120,1,95,0
312,3.0,4.0,170,-23.5488512,-46.6919561,2302390,2,149,1
356,3.0,2.0,111,-23.523305,-46.732115,1251370,2,25,1
8153,4.0,3.0,210,-23.5320265,-46.6832386,2439560,3,59,1
9456,3.0,2.0,250,-23.5860582,-46.6863268,3073160,2,6,0
5303,1.0,1.0,90,-23.536257,-46.65547,965058,1,45,1
3764,3.0,3.0,116,-23.5990601,-46.6696576,2072880,3,48,1
4570,3.0,2.0,180,-23.545378,-46.6576497,1612210,3,19,0
8237,3.0,2.0,118,-23.5390502,-46.6709003,975637,2,52,0
6466,4.0,2.0,103,-23.609999,-46.613381,1085970,2,61,0
15629,3.0,1.0,130,-23.6037753,-46.6701447,1462320,3,0,1
1503,2.0,1.0,61,-23.5746387,-46.7334585,387617,2,25,1
4483,2.0,1.0,59,-23.5439664,-46.6515189,661177,3,3,1
808,4.0,5.0,375,-23.5613192,-46.7001733,5592010,3,97,0
9338,4.0,2.0,240,-23.5885788,-46.6777238,2997220,2,47,1
17778,2.0,1.0,55,-23.5352452,-46.575463,378159,3,31,1
2949,4.0,3.0,206,-23.5864219,-46.7284335,975146,3,167,0
9583,4.0,2.0,248,-23.573962,-46.6593811,2792210,3,30,1
9262,3.0,1.0,112,-23.5785113,-46.6736699,964074,3,24,0
4573,1.0,1.0,63,-23.5540928,-46.6501995,884723,2,17,0
7032,4.0,4.0,250,-23.5742461,-46.6257876,2512690,2,89,0
10648,2.0,2.0,104,-23.5672912,-46.6553734,1892150,3,35,1
3685,4.0,5.0,200,-23.5986784,-46.6646692,2862070,3,164,0
10191,3.0,1.0,110,-23.5707934,-46.6520876,1266280,3,20,1
11719,3.0,3.0,170,-23.6214395,-46.7392913,1218060,3,47,0
7536,3.0,3.0,198,-23.5368509,-46.6597713,2564640,3,4,1
9288,4.0,2.0,242,-23.5813248,-46.6745558,3292340,2,28,0
17252,3.0,3.0,280,-23.5704125,-46.6349505,2361400,2,11,1
14455,2.0,2.0,72,-23.5912438,-46.6277524,716312,3,30,0
6285,2.0,1.0,57,-23.6362903,-46.6379295,399811,3,29,0
15585,1.0,1.0,142,-23.6003462,-46.6806385,1936560,3,109,1
2385,1.0,1.0,46,-23.6165257,-46.6736534,569048,2,68,0
3331,3.0,2.0,93,-23.5621748,-46.6955632,1073520,1,129,0
11270,2.0,2.0,75,-23.6041301,-46.6945577,1072840,3,21,0
15650,2.0,1.0,75,-23.6131967,-46.6589821,893130,1,48,1
1414,2.0,1.0,80,-23.537801,-46.683023,773193,1,38,1
13519,4.0,3.0,198,-23.5951752,-46.6306595,2783830,2,69,0
17461,2.0,1.0,57,-23.5627049,-46.6279251,505765,3,58,0
6134,3.0,3.0,160,-23.6003285,-46.6104002,993968,3,63,0
1733,4.0,6.0,320,-23.529122,-46.704905,2364180,3,76,0
7968,3.0,3.0,230,-23.5355618,-46.6677703,2226780,2,32,1
7334,3.0,3.0,190,-23.5391062,-46.6681418,1542590,2,1,0
466,3.0,1.0,75,-23.532072,-46.705354,534657,3,131,1
1213,3.0,2.0,112,-23.5275259,-46.6892542,941172,3,95,1
13493,3.0,3.0,111,-23.5799356,-46.6424478,1526780,3,9,0
5953,3.0,2.0,116,-23.5940481,-46.6077557,948564,3,54,1
